Longitude,Latitude,Altitude,Roll,Pitch,Yaw,Heading
42.1925,42.18946288,3000,0,330,0,0
42.1925,42.18948656,3000,0,330,0,0
42.1925,42.18951024,3000,0,330,0,0
42.1925,42.18953392,3000,0,330,0,0
42.1925,42.1895576,3000,0,330,0,0
42.1925,42.18958128,3000,0,330,0,0
42.1925,42.18960496,3000,0,330,0,0
42.1925,42.18962864,3000,0,330,0,0
42.1925,42.18965232,3000,0,330,0,0
42.1925,42.189676,3000,0,330,0,0
42.1925,42.18969968,3000,0,330,0,0
42.1925,42.18972336,3000,0,330,0,0
42.1925,42.18974704,3000,0,330,0,0
42.1925,42.18977072,3000,0,330,0,0
42.1925,42.1897944,3000,0,330,0,0
42.1925,42.18981808,3000,0,330,0,0
42.1925,42.18984176,3000,0,330,0,0
42.1925,42.18986544,3000,0,330,0,0
42.1925,42.18988912,3000,0,330,0,0
42.1925,42.1899128,3000,0,330,0,0
42.1925,42.18993648,3000,0,330,0,0
42.1925,42.18996016,3000,0,330,0,0
42.1925,42.18998384,3000,0,330,0,0
42.1925,42.19000752,3000,0,330,0,0
42.1925,42.1900312,3000,0,330,0,0
42.1925,42.19005488,3000,0,330,0,0
42.1925,42.19007856,3000,0,330,0,0
42.1925,42.19010224,3000,0,330,0,0
42.1925,42.19012592,3000,0,330,0,0
42.1925,42.1901496,3000,0,330,0,0
42.1925,42.19017328,3000,0,330,0,0
42.1925,42.19019696,3000,0,330,0,0
42.1925,42.19022064,3000,0,330,0,0
42.1925,42.19024432,3000,0,330,0,0
42.1925,42.190268,3000,0,330,0,0
42.1925,42.19029168,3000,0,330,0,0
42.1925,42.19031536,3000,0,330,0,0
42.1925,42.19033904,3000,0,330,0,0
42.1925,42.19036272,3000,0,330,0,0
42.1925,42.1903864,3000,0,330,0,0
42.1925,42.19041008,3000,0,330,0,0
42.1925,42.19043376,3000,0,330,0,0
42.1925,42.19045744,3000,0,330,0,0
42.1925,42.19048112,3000,0,330,0,0
42.1925,42.1905048,3000,0,330,0,0
42.1925,42.19052848,3000,0,330,0,0
42.1925,42.19055216,3000,0,330,0,0
42.1925,42.19057584,3000,0,330,0,0
42.1925,42.19059952,3000,0,330,0,0
42.1925,42.1906232,3000,0,330,0,0
42.1925,42.19064688,3000,0,330,0,0
42.1925,42.19067056,3000,0,330,0,0
42.1925,42.19069424,3000,0,330,0,0
42.1925,42.19071792,3000,0,330,0,0
42.1925,42.1907416,3000,0,330,0,0
42.1925,42.19076528,3000,0,330,0,0
42.1925,42.19078896,3000,0,330,0,0
42.1925,42.19081264,3000,0,330,0,0
42.1925,42.19083632,3000,0,330,0,0
42.1925,42.19086,3000,0,330,0,0
42.1925,42.19088368,3000,0,330,0,0
42.1925,42.19090736,3000,0,330,0,0
42.1925,42.19093104,3000,0,330,0,0
42.1925,42.19095472,3000,0,330,0,0
42.1925,42.1909784,3000,0,330,0,0
42.1925,42.19100208,3000,0,330,0,0
42.1925,42.19102576,3000,0,330,0,0
42.1925,42.19104944,3000,0,330,0,0
42.1925,42.19107312,3000,0,330,0,0
42.1925,42.1910968,3000,0,330,0,0
42.1925,42.19112048,3000,0,330,0,0
42.1925,42.19114416,3000,0,330,0,0
42.1925,42.19116784,3000,0,330,0,0
42.1925,42.19119152,3000,0,330,0,0
42.1925,42.1912152,3000,0,330,0,0
42.1925,42.19123888,3000,0,330,0,0
42.1925,42.19126256,3000,0,330,0,0
42.1925,42.19128624,3000,0,330,0,0
42.1925,42.19130992,3000,0,330,0,0
42.1925,42.1913336,3000,0,330,0,0
42.1925,42.19135728,3000,0,330,0,0
42.1925,42.19138096,3000,0,330,0,0
42.1925,42.19140464,3000,0,330,0,0
42.1925,42.19142832,3000,0,330,0,0
42.1925,42.191452,3000,0,330,0,0
42.1925,42.19147568,3000,0,330,0,0
42.1925,42.19149936,3000,0,330,0,0
42.1925,42.19152304,3000,0,330,0,0
42.1925,42.19154672,3000,0,330,0,0
42.1925,42.1915704,3000,0,330,0,0
42.1925,42.19159408,3000,0,330,0,0
42.1925,42.19161776,3000,0,330,0,0
42.1925,42.19164144,3000,0,330,0,0
42.1925,42.19166512,3000,0,330,0,0
42.1925,42.1916888,3000,0,330,0,0
42.1925,42.19171248,3000,0,330,0,0
42.1925,42.19173616,3000,0,330,0,0
42.1925,42.19175984,3000,0,330,0,0
42.1925,42.19178352,3000,0,330,0,0
42.1925,42.1918072,3000,0,330,0,0
42.1925,42.19183088,3000,0,330,0,0
42.1925,42.19185456,3000,0,330,0,0
42.1925,42.19187824,3000,0,330,0,0
42.1925,42.19190192,3000,0,330,0,0
42.1925,42.1919256,3000,0,330,0,0
42.1925,42.19194928,3000,0,330,0,0
42.1925,42.19197296,3000,0,330,0,0
42.1925,42.19199664,3000,0,330,0,0
42.1925,42.19202032,3000,0,330,0,0
42.1925,42.192044,3000,0,330,0,0
42.1925,42.19206768,3000,0,330,0,0
42.1925,42.19209136,3000,0,330,0,0
42.1925,42.19211504,3000,0,330,0,0
42.1925,42.19213872,3000,0,330,0,0
42.1925,42.1921624,3000,0,330,0,0
42.1925,42.19218608,3000,0,330,0,0
42.1925,42.19220976,3000,0,330,0,0
42.1925,42.19223344,3000,0,330,0,0
42.1925,42.19225712,3000,0,330,0,0
42.1925,42.1922808,3000,0,330,0,0
42.1925,42.19230448,3000,0,330,0,0
42.1925,42.19232816,3000,0,330,0,0
42.1925,42.19235184,3000,0,330,0,0
42.1925,42.19237552,3000,0,330,0,0
42.1925,42.1923992,3000,0,330,0,0
42.1925,42.19242288,3000,0,330,0,0
42.1925,42.19244656,3000,0,330,0,0
42.1925,42.19247024,3000,0,330,0,0
42.1925,42.19249392,3000,0,330,0,0
42.1925,42.1925176,3000,0,330,0,0
42.1925,42.19254128,3000,0,330,0,0
42.1925,42.19256496,3000,0,330,0,0
42.1925,42.19258864,3000,0,330,0,0
42.1925,42.19261232,3000,0,330,0,0
42.1925,42.192636,3000,0,330,0,0
42.1925,42.19265968,3000,0,330,0,0
42.1925,42.19268336,3000,0,330,0,0
42.1925,42.19270704,3000,0,330,0,0
42.1925,42.19273072,3000,0,330,0,0
42.1925,42.1927544,3000,0,330,0,0
42.1925,42.19277808,3000,0,330,0,0
42.1925,42.19280176,3000,0,330,0,0
42.1925,42.19282544,3000,0,330,0,0
42.1925,42.19284912,3000,0,330,0,0
42.1925,42.1928728,3000,0,330,0,0
42.1925,42.19289648,3000,0,330,0,0
42.1925,42.19292016,3000,0,330,0,0
42.1925,42.19294384,3000,0,330,0,0
42.1925,42.19296752,3000,0,330,0,0
42.1925,42.1929912,3000,0,330,0,0
42.1925,42.19301488,3000,0,330,0,0
42.1925,42.19303856,3000,0,330,0,0
42.1925,42.19306224,3000,0,330,0,0
42.1925,42.19308592,3000,0,330,0,0
42.1925,42.1931096,3000,0,330,0,0
42.1925,42.19313328,3000,0,330,0,0
42.1925,42.19315696,3000,0,330,0,0
42.1925,42.19318064,3000,0,330,0,0
42.1925,42.19320432,3000,0,330,0,0
42.1925,42.193228,3000,0,330,0,0
42.1925,42.19325168,3000,0,330,0,0
42.1925,42.19327536,3000,0,330,0,0
42.1925,42.19329904,3000,0,330,0,0
42.1925,42.19332272,3000,0,330,0,0
42.1925,42.1933464,3000,0,330,0,0
42.1925,42.19337008,3000,0,330,0,0
42.1925,42.19339376,3000,0,330,0,0
42.1925,42.19341744,3000,0,330,0,0
42.1925,42.19344112,3000,0,330,0,0
42.1925,42.1934648,3000,0,330,0,0
42.1925,42.19348848,3000,0,330,0,0
42.1925,42.19351216,3000,0,330,0,0
42.1925,42.19353584,3000,0,330,0,0
42.1925,42.19355952,3000,0,330,0,0
42.1925,42.1935832,3000,0,330,0,0
42.1925,42.19360688,3000,0,330,0,0
42.1925,42.19363056,3000,0,330,0,0
42.1925,42.19365424,3000,0,330,0,0
42.1925,42.19367792,3000,0,330,0,0
42.1925,42.1937016,3000,0,330,0,0
42.1925,42.19372528,3000,0,330,0,0
42.1925,42.19374896,3000,0,330,0,0
42.1925,42.19377264,3000,0,330,0,0
42.1925,42.19379632,3000,0,330,0,0
42.1925,42.19382,3000,0,330,0,0
42.1925,42.19384368,3000,0,330,0,0
42.1925,42.19386736,3000,0,330,0,0
42.1925,42.19389104,3000,0,330,0,0
42.1925,42.19391472,3000,0,330,0,0
42.1925,42.1939384,3000,0,330,0,0
42.1925,42.19396208,3000,0,330,0,0
42.1925,42.19398576,3000,0,330,0,0
42.1925,42.19400944,3000,0,330,0,0
42.1925,42.19403312,3000,0,330,0,0
42.1925,42.1940568,3000,0,330,0,0
42.1925,42.19408048,3000,0,330,0,0
42.1925,42.19410416,3000,0,330,0,0
42.1925,42.19412784,3000,0,330,0,0
42.1925,42.19415152,3000,0,330,0,0
42.1925,42.1941752,3000,0,330,0,0
42.1925,42.19419888,3000,0,330,0,0
42.1925,42.19422256,3000,0,330,0,0
42.1925,42.19424624,3000,0,330,0,0
42.1925,42.19426992,3000,0,330,0,0
42.1925,42.1942936,3000,0,330,0,0
42.1925,42.19431728,3000,0,330,0,0
42.1925,42.19434096,3000,0,330,0,0
42.1925,42.19436464,3000,0,330,0,0
42.1925,42.19438832,3000,0,330,0,0
42.1925,42.194412,3000,0,330,0,0
42.1925,42.19443568,3000,0,330,0,0
42.1925,42.19445936,3000,0,330,0,0
42.1925,42.19448304,3000,0,330,0,0
42.1925,42.19450672,3000,0,330,0,0
42.1925,42.1945304,3000,0,330,0,0
42.1925,42.19455408,3000,0,330,0,0
42.1925,42.19457776,3000,0,330,0,0
42.1925,42.19460144,3000,0,330,0,0
42.1925,42.19462512,3000,0,330,0,0
42.1925,42.1946488,3000,0,330,0,0
42.1925,42.19467248,3000,0,330,0,0
42.1925,42.19469616,3000,0,330,0,0
42.1925,42.19471984,3000,0,330,0,0
42.1925,42.19474352,3000,0,330,0,0
42.1925,42.1947672,3000,0,330,0,0
42.1925,42.19479088,3000,0,330,0,0
42.1925,42.19481456,3000,0,330,0,0
42.1925,42.19483824,3000,0,330,0,0
42.1925,42.19486192,3000,0,330,0,0
42.1925,42.1948856,3000,0,330,0,0
42.1925,42.19490928,3000,0,330,0,0
42.1925,42.19493296,3000,0,330,0,0
42.1925,42.19495664,3000,0,330,0,0
42.1925,42.19498032,3000,0,330,0,0
42.1925,42.195004,3000,0,330,0,0
42.1925,42.19502768,3000,0,330,0,0
42.1925,42.19505136,3000,0,330,0,0
42.1925,42.19507504,3000,0,330,0,0
42.1925,42.19509872,3000,0,330,0,0
42.1925,42.1951224,3000,0,330,0,0
42.1925,42.19514608,3000,0,330,0,0
42.1925,42.19516976,3000,0,330,0,0
42.1925,42.19519344,3000,0,330,0,0
42.1925,42.19521712,3000,0,330,0,0
42.1925,42.1952408,3000,0,330,0,0
42.1925,42.19526448,3000,0,330,0,0
42.1925,42.19528816,3000,0,330,0,0
42.1925,42.19531184,3000,0,330,0,0
42.1925,42.19533552,3000,0,330,0,0
42.1925,42.1953592,3000,0,330,0,0
42.1925,42.19538288,3000,0,330,0,0
42.1925,42.19540656,3000,0,330,0,0
42.1925,42.19543024,3000,0,330,0,0
42.1925,42.19545392,3000,0,330,0,0
42.1925,42.1954776,3000,0,330,0,0
42.1925,42.19550128,3000,0,330,0,0
42.1925,42.19552496,3000,0,330,0,0
42.1925,42.19554864,3000,0,330,0,0
42.1925,42.19557232,3000,0,330,0,0
42.1925,42.195596,3000,0,330,0,0
42.1925,42.19561968,3000,0,330,0,0
42.1925,42.19564336,3000,0,330,0,0
42.1925,42.19566704,3000,0,330,0,0
42.1925,42.19569072,3000,0,330,0,0
42.1925,42.1957144,3000,0,330,0,0
42.1925,42.19573808,3000,0,330,0,0
42.1925,42.19576176,3000,0,330,0,0
42.1925,42.19578544,3000,0,330,0,0
42.1925,42.19580912,3000,0,330,0,0
42.1925,42.1958328,3000,0,330,0,0
42.1925,42.19585648,3000,0,330,0,0
42.1925,42.19588016,3000,0,330,0,0
42.1925,42.19590384,3000,0,330,0,0
42.1925,42.19592752,3000,0,330,0,0
42.1925,42.1959512,3000,0,330,0,0
42.1925,42.19597488,3000,0,330,0,0
42.1925,42.19599856,3000,0,330,0,0
42.1925,42.19602224,3000,0,330,0,0
42.1925,42.19604592,3000,0,330,0,0
42.1925,42.1960696,3000,0,330,0,0
42.1925,42.19609328,3000,0,330,0,0
42.1925,42.19611696,3000,0,330,0,0
42.1925,42.19614064,3000,0,330,0,0
42.1925,42.19616432,3000,0,330,0,0
42.1925,42.196188,3000,0,330,0,0
42.1925,42.19621168,3000,0,330,0,0
42.1925,42.19623536,3000,0,330,0,0
42.1925,42.19625904,3000,0,330,0,0
42.1925,42.19628272,3000,0,330,0,0
42.1925,42.1963064,3000,0,330,0,0
42.1925,42.19633008,3000,0,330,0,0
42.1925,42.19635376,3000,0,330,0,0
42.1925,42.19637744,3000,0,330,0,0
42.1925,42.19640112,3000,0,330,0,0
42.1925,42.1964248,3000,0,330,0,0
42.1925,42.19644848,3000,0,330,0,0
42.1925,42.19647216,3000,0,330,0,0
42.1925,42.19649584,3000,0,330,0,0
42.1925,42.19651952,3000,0,330,0,0
42.1925,42.1965432,3000,0,330,0,0
42.1925,42.19656688,3000,0,330,0,0
42.1925,42.19659056,3000,0,330,0,0
42.1925,42.19661424,3000,0,330,0,0
42.1925,42.19663792,3000,0,330,0,0
42.1925,42.1966616,3000,0,330,0,0
42.1925,42.19668528,3000,0,330,0,0
42.1925,42.19670896,3000,0,330,0,0
42.1925,42.19673264,3000,0,330,0,0
42.1925,42.19675632,3000,0,330,0,0
42.1925,42.19678,3000,0,330,0,0
42.1925,42.19680368,3000,0,330,0,0
42.1925,42.19682736,3000,0,330,0,0
42.1925,42.19685104,3000,0,330,0,0
42.1925,42.19687472,3000,0,330,0,0
42.1925,42.1968984,3000,0,330,0,0
42.1925,42.19692208,3000,0,330,0,0
42.1925,42.19694576,3000,0,330,0,0
42.1925,42.19696944,3000,0,330,0,0
42.1925,42.19699312,3000,0,330,0,0
42.1925,42.1970168,3000,0,330,0,0
42.1925,42.19704048,3000,0,330,0,0
42.1925,42.19706416,3000,0,330,0,0
42.1925,42.19708784,3000,0,330,0,0
42.1925,42.19711152,3000,0,330,0,0
42.1925,42.1971352,3000,0,330,0,0
42.1925,42.19715888,3000,0,330,0,0
42.1925,42.19718256,3000,0,330,0,0
42.1925,42.19720624,3000,0,330,0,0
42.1925,42.19722992,3000,0,330,0,0
42.1925,42.1972536,3000,0,330,0,0
42.1925,42.19727728,3000,0,330,0,0
42.1925,42.19730096,3000,0,330,0,0
42.1925,42.19732464,3000,0,330,0,0
42.1925,42.19734832,3000,0,330,0,0
42.1925,42.197372,3000,0,330,0,0
42.1925,42.19739568,3000,0,330,0,0
42.1925,42.19741936,3000,0,330,0,0
42.1925,42.19744304,3000,0,330,0,0
42.1925,42.19746672,3000,0,330,0,0
42.1925,42.1974904,3000,0,330,0,0
42.1925,42.19751408,3000,0,330,0,0
42.1925,42.19753776,3000,0,330,0,0
42.1925,42.19756144,3000,0,330,0,0
42.1925,42.19758512,3000,0,330,0,0
42.1925,42.1976088,3000,0,330,0,0
42.1925,42.19763248,3000,0,330,0,0
42.1925,42.19765616,3000,0,330,0,0
42.1925,42.19767984,3000,0,330,0,0
42.1925,42.19770352,3000,0,330,0,0
42.1925,42.1977272,3000,0,330,0,0
42.1925,42.19775088,3000,0,330,0,0
42.1925,42.19777456,3000,0,330,0,0
42.1925,42.19779824,3000,0,330,0,0
42.1925,42.19782192,3000,0,330,0,0
42.1925,42.1978456,3000,0,330,0,0
42.1925,42.19786928,3000,0,330,0,0
42.1925,42.19789296,3000,0,330,0,0
42.1925,42.19791664,3000,0,330,0,0
42.1925,42.19794032,3000,0,330,0,0
42.1925,42.197964,3000,0,330,0,0
42.1925,42.19798768,3000,0,330,0,0
42.1925,42.19801136,3000,0,330,0,0
42.1925,42.19803504,3000,0,330,0,0
42.1925,42.19805872,3000,0,330,0,0
42.1925,42.1980824,3000,0,330,0,0
42.1925,42.19810608,3000,0,330,0,0
42.1925,42.19812976,3000,0,330,0,0
42.1925,42.19815344,3000,0,330,0,0
42.1925,42.19817712,3000,0,330,0,0
42.1925,42.1982008,3000,0,330,0,0
42.1925,42.19822448,3000,0,330,0,0
42.1925,42.19824816,3000,0,330,0,0
42.1925,42.19827184,3000,0,330,0,0
42.1925,42.19829552,3000,0,330,0,0
42.1925,42.1983192,3000,0,330,0,0
42.1925,42.19834288,3000,0,330,0,0
42.1925,42.19836656,3000,0,330,0,0
42.1925,42.19839024,3000,0,330,0,0
42.1925,42.19841392,3000,0,330,0,0
42.1925,42.1984376,3000,0,330,0,0
42.1925,42.19846128,3000,0,330,0,0
42.1925,42.19848496,3000,0,330,0,0
42.1925,42.19850864,3000,0,330,0,0
42.1925,42.19853232,3000,0,330,0,0
42.1925,42.198556,3000,0,330,0,0
42.1925,42.19857968,3000,0,330,0,0
42.1925,42.19860336,3000,0,330,0,0
42.1925,42.19862704,3000,0,330,0,0
42.1925,42.19865072,3000,0,330,0,0
42.1925,42.1986744,3000,0,330,0,0
42.1925,42.19869808,3000,0,330,0,0
42.1925,42.19872176,3000,0,330,0,0
42.1925,42.19874544,3000,0,330,0,0
42.1925,42.19876912,3000,0,330,0,0
42.1925,42.1987928,3000,0,330,0,0
42.1925,42.19881648,3000,0,330,0,0
42.1925,42.19884016,3000,0,330,0,0
42.1925,42.19886384,3000,0,330,0,0
42.1925,42.19888752,3000,0,330,0,0
42.1925,42.1989112,3000,0,330,0,0
42.1925,42.19893488,3000,0,330,0,0
42.1925,42.19895856,3000,0,330,0,0
42.1925,42.19898224,3000,0,330,0,0
42.1925,42.19900592,3000,0,330,0,0
42.1925,42.1990296,3000,0,330,0,0
42.1925,42.19905328,3000,0,330,0,0
42.1925,42.19907696,3000,0,330,0,0
42.1925,42.19910064,3000,0,330,0,0
42.1925,42.19912432,3000,0,330,0,0
42.1925,42.199148,3000,0,330,0,0
42.1925,42.19917168,3000,0,330,0,0
42.1925,42.19919536,3000,0,330,0,0
42.1925,42.19921904,3000,0,330,0,0
42.1925,42.19924272,3000,0,330,0,0
42.1925,42.1992664,3000,0,330,0,0
42.1925,42.19929008,3000,0,330,0,0
42.1925,42.19931376,3000,0,330,0,0
42.1925,42.19933744,3000,0,330,0,0
42.1925,42.19936112,3000,0,330,0,0
42.1925,42.1993848,3000,0,330,0,0
42.1925,42.19940848,3000,0,330,0,0
42.1925,42.19943216,3000,0,330,0,0
42.1925,42.19945584,3000,0,330,0,0
42.1925,42.19947952,3000,0,330,0,0
42.1925,42.1995032,3000,0,330,0,0
42.1925,42.19952688,3000,0,330,0,0
42.1925,42.19955056,3000,0,330,0,0
42.1925,42.19957424,3000,0,330,0,0
42.1925,42.19959792,3000,0,330,0,0
42.1925,42.1996216,3000,0,330,0,0
42.1925,42.19964528,3000,0,330,0,0
42.1925,42.19966896,3000,0,330,0,0
42.1925,42.19969264,3000,0,330,0,0
42.1925,42.19971632,3000,0,330,0,0
42.1925,42.19974,3000,0,330,0,0
42.1925,42.19976368,3000,0,330,0,0
42.1925,42.19978736,3000,0,330,0,0
42.1925,42.19981104,3000,0,330,0,0
42.1925,42.19983472,3000,0,330,0,0
42.1925,42.1998584,3000,0,330,0,0
42.1925,42.19988208,3000,0,330,0,0
42.1925,42.19990576,3000,0,330,0,0
42.1925,42.19992944,3000,0,330,0,0
42.1925,42.19995312,3000,0,330,0,0
42.1925,42.1999768,3000,0,330,0,0
42.1925,42.20000048,3000,0,330,0,0
42.1925,42.20002416,3000,0,330,0,0
42.1925,42.20004784,3000,0,330,0,0
42.1925,42.20007152,3000,0,330,0,0
42.1925,42.2000952,3000,0,330,0,0
42.1925,42.20011888,3000,0,330,0,0
42.1925,42.20014256,3000,0,330,0,0
42.1925,42.20016624,3000,0,330,0,0
42.1925,42.20018992,3000,0,330,0,0
42.1925,42.2002136,3000,0,330,0,0
42.1925,42.20023728,3000,0,330,0,0
42.1925,42.20026096,3000,0,330,0,0
42.1925,42.20028464,3000,0,330,0,0
42.1925,42.20030832,3000,0,330,0,0
42.1925,42.200332,3000,0,330,0,0
42.1925,42.20035568,3000,0,330,0,0
42.1925,42.20037936,3000,0,330,0,0
42.1925,42.20040304,3000,0,330,0,0
42.1925,42.20042672,3000,0,330,0,0
42.1925,42.2004504,3000,0,330,0,0
42.1925,42.20047408,3000,0,330,0,0
42.1925,42.20049776,3000,0,330,0,0
42.1925,42.20052144,3000,0,330,0,0
42.1925,42.20054512,3000,0,330,0,0
42.1925,42.2005688,3000,0,330,0,0
42.1925,42.20059248,3000,0,330,0,0
42.1925,42.20061616,3000,0,330,0,0
42.1925,42.20063984,3000,0,330,0,0
42.1925,42.20066352,3000,0,330,0,0
42.1925,42.2006872,3000,0,330,0,0
42.1925,42.20071088,3000,0,330,0,0
42.1925,42.20073456,3000,0,330,0,0
42.1925,42.20075824,3000,0,330,0,0
42.1925,42.20078192,3000,0,330,0,0
42.1925,42.2008056,3000,0,330,0,0
42.1925,42.20082928,3000,0,330,0,0
42.1925,42.20085296,3000,0,330,0,0
42.1925,42.20087664,3000,0,330,0,0
42.1925,42.20090032,3000,0,330,0,0
42.1925,42.200924,3000,0,330,0,0
42.1925,42.20094768,3000,0,330,0,0
42.1925,42.20097136,3000,0,330,0,0
42.1925,42.20099504,3000,0,330,0,0
42.1925,42.20101872,3000,0,330,0,0
42.1925,42.2010424,3000,0,330,0,0
42.1925,42.20106608,3000,0,330,0,0
42.1925,42.20108976,3000,0,330,0,0
42.1925,42.20111344,3000,0,330,0,0
42.1925,42.20113712,3000,0,330,0,0
42.1925,42.2011608,3000,0,330,0,0
42.1925,42.20118448,3000,0,330,0,0
42.1925,42.20120816,3000,0,330,0,0
42.1925,42.20123184,3000,0,330,0,0
42.1925,42.20125552,3000,0,330,0,0
42.1925,42.2012792,3000,0,330,0,0
42.1925,42.20130288,3000,0,330,0,0
42.1925,42.20132656,3000,0,330,0,0
42.1925,42.20135024,3000,0,330,0,0
42.1925,42.20137392,3000,0,330,0,0
42.1925,42.2013976,3000,0,330,0,0
42.1925,42.20142128,3000,0,330,0,0
42.1925,42.20144496,3000,0,330,0,0
42.1925,42.20146864,3000,0,330,0,0
42.1925,42.20149232,3000,0,330,0,0
42.1925,42.201516,3000,0,330,0,0
42.1925,42.20153968,3000,0,330,0,0
42.1925,42.20156336,3000,0,330,0,0
42.1925,42.20158704,3000,0,330,0,0
42.1925,42.20161072,3000,0,330,0,0
42.1925,42.2016344,3000,0,330,0,0
42.1925,42.20165808,3000,0,330,0,0
42.1925,42.20168176,3000,0,330,0,0
42.1925,42.20170544,3000,0,330,0,0
42.1925,42.20172912,3000,0,330,0,0
42.1925,42.2017528,3000,0,330,0,0
42.1925,42.20177648,3000,0,330,0,0
42.1925,42.20180016,3000,0,330,0,0
42.1925,42.20182384,3000,0,330,0,0
42.1925,42.20184752,3000,0,330,0,0
42.1925,42.2018712,3000,0,330,0,0
42.1925,42.20189488,3000,0,330,0,0
42.1925,42.20191856,3000,0,330,0,0
42.1925,42.20194224,3000,0,330,0,0
42.1925,42.20196592,3000,0,330,0,0
42.1925,42.2019896,3000,0,330,0,0
42.1925,42.20201328,3000,0,330,0,0
42.1925,42.20203696,3000,0,330,0,0
42.1925,42.20206064,3000,0,330,0,0
42.1925,42.20208432,3000,0,330,0,0
42.1925,42.202108,3000,0,330,0,0
42.1925,42.20213168,3000,0,330,0,0
42.1925,42.20215536,3000,0,330,0,0
42.1925,42.20217904,3000,0,330,0,0
42.1925,42.20220272,3000,0,330,0,0
42.1925,42.2022264,3000,0,330,0,0
42.1925,42.20225008,3000,0,330,0,0
42.1925,42.20227376,3000,0,330,0,0
42.1925,42.20229744,3000,0,330,0,0
42.1925,42.20232112,3000,0,330,0,0
42.1925,42.2023448,3000,0,330,0,0
42.1925,42.20236848,3000,0,330,0,0
42.1925,42.20239216,3000,0,330,0,0
42.1925,42.20241584,3000,0,330,0,0
42.1925,42.20243952,3000,0,330,0,0
42.1925,42.2024632,3000,0,330,0,0
42.1925,42.20248688,3000,0,330,0,0
42.1925,42.20251056,3000,0,330,0,0
42.1925,42.20253424,3000,0,330,0,0
42.1925,42.20255792,3000,0,330,0,0
42.1925,42.2025816,3000,0,330,0,0
42.1925,42.20260528,3000,0,330,0,0
42.1925,42.20262896,3000,0,330,0,0
42.1925,42.20265264,3000,0,330,0,0
42.1925,42.20267632,3000,0,330,0,0
42.1925,42.2027,3000,0,330,0,0
42.1925,42.20272368,3000,0,330,0,0
42.1925,42.20274736,3000,0,330,0,0
42.1925,42.20277104,3000,0,330,0,0
42.1925,42.20279472,3000,0,330,0,0
42.1925,42.2028184,3000,0,330,0,0
42.1925,42.20284208,3000,0,330,0,0
42.1925,42.20286576,3000,0,330,0,0
42.1925,42.20288944,3000,0,330,0,0
42.1925,42.20291312,3000,0,330,0,0
